1100015;Alta Floresta D'Oeste
1100379;Alto Alegre dos Parecis
1100403;Alto Paraiso
1100346;Alvorada D'Oeste
1100023;Ariquemes
1100452;Buritis
1100031;Cabixi
1100601;Cacaulandia
1100049;Cacoal
1100700;Campo Novo de Rondonia
1100809;Candeias do Jamari
1100908;Castanheiras
1100056;Cerejeiras
1100924;Chupinguaia
1100064;Colorado do Oeste
1100072;Corumbiara
1100080;Costa Marques
1100940;Cujubim
1100098;Espigao D'Oeste
1101005;Governador Jorge Teixeira
1100106;Guajara-Mirim
1101104;Itapua do Oeste
1100114;Jaru
1100122;Ji-Parana
1100130;Machadinho D'Oeste
1101203;Ministro Andreazza
1101302;Mirante da Serra
1101401;Monte Negro
1100148;Nova Brasilandia D'Oeste
1100338;Nova Mamore
1101435;Nova Uniao
1100502;Novo Horizonte D'Oeste
1100155;Ouro Preto do Oeste
1101450;Parecis
1100189;Pimenta Bueno
1101468;Pimenteiras do Oeste
1100205;Porto Velho
1100254;Presidente Medici
1101476;Primavera de Rondonia
1100262;Rio Crespo
1100288;Rolim de Moura
1100296;Santa Luzia D'Oeste
1101484;Sao Felipe D'Oeste
1101492;Sao Francisco do Guapore
1100320;Sao Miguel do Guapore
1101500;Seringueiras
1101559;Teixeiropolis
1101609;Theobroma
1101708;Urupa
1101757;Vale do Anari
1101807;Vale do Paraiso
1100304;Vilhena
